date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:42:18	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%226482bd64-3509%22	https://txcap.org/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://txcap.org/)
13:42:19	1096/1096	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260afbf8f-448%22	https://txcap.org/wp-content/themes/ffer/js/lib/conditionizr.min.js?ver=4.3.0	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/themes/ffer/js/lib/conditionizr.minb2f9.js	(from https://txcap.org/)
13:42:19	14586/14586	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260afbf8f-38fa%22	https://txcap.org/wp-content/themes/ffer/js/lib/modernizr.min.js?ver=2.7.1	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/themes/ffer/js/lib/modernizr.min653d.js	(from https://txcap.org/)
13:42:19	1973/1973	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260afbf8f-7b5%22	https://txcap.org/wp-content/themes/ffer/js/lib/classie.min.js?ver=2.1.4	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/themes/ffer/js/lib/classie.min6b25.js	(from https://txcap.org/)
13:42:19	19085/19085	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260afbf8f-4a8d%22	https://txcap.org/wp-content/themes/ffer/js/smoothscroll.js?ver=1.3.8	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/themes/ffer/js/smoothscrolledfb.js	(from https://txcap.org/)
13:42:19	9340/9340	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260afbf8f-247c%22	https://txcap.org/wp-content/themes/ffer/js/lib/autotab.min.js?ver=1.0.0	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/themes/ffer/js/lib/autotab.min8a54.js	(from https://txcap.org/)
13:42:20	3204/3204	---MCZ	200	added ('OK')	application/javascript	etag:W/%22649f3fe7-c84%22	https://txcap.org/wp-content/themes/ffer/js/phone.js?ver=1.0.0	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/themes/ffer/js/phone8a54.js	(from https://txcap.org/)
13:42:20	1319/1319	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260afbf8f-527%22	https://txcap.org/wp-content/themes/ffer/js/scripts.js?ver=1.0.1	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/themes/ffer/js/scriptsf269.js	(from https://txcap.org/)
13:42:20	2108/2108	---MCZ	403	error ('Access%20Forbidden')	text/html	date:Thu,%2023%20Oct%202025%2018:42:21%20GMT	https://txcap.org/wp-json/wp/v2/pages/15	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-json/wp/v2/pages/15	(from https://txcap.org/)
13:42:20	2108/2108	---MCZ	403	error ('Access%20Forbidden')	text/html	date:Thu,%2023%20Oct%202025%2018:42:21%20GMT	https://txcap.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftxcap.org%2F	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-json/oembed/1.0/embed510e	(from https://txcap.org/)
13:42:21	2108/2108	---MCZ	403	error ('Access%20Forbidden')	text/html	date:Thu,%2023%20Oct%202025%2018:42:22%20GMT	https://txcap.org/wp-json/	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-json/index.html	(from https://txcap.org/)
13:42:21	2108/2108	---MCZ	403	error ('Access%20Forbidden')	text/html	date:Thu,%2023%20Oct%202025%2018:42:22%20GMT	https://txcap.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftxcap.org%2F&format=xml	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-json/oembed/1.0/embedd839	(from https://txcap.org/)
13:42:21	11904/11904	---MCZ	200	added ('OK')	text/css	etag:W/%2260afbf91-2e80%22	https://txcap.org/wp-content/plugins/count-per-day/counter.css	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/plugins/count-per-day/counter.css	(from https://txcap.org/)
13:42:21	753/753	---M--	200	added ('OK')	image/png	etag:%2260afbf8e-52e%22	https://txcap.org/wp-content/uploads/2017/09/cropped-CAP_Fav-32x32.png	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/uploads/2017/09/cropped-CAP_Fav-32x32.png	(from https://txcap.org/)
13:42:21	3938/3938	---M--	200	added ('OK')	image/png	etag:%2260afbf8e-1109%22	https://txcap.org/wp-content/uploads/2017/09/cropped-CAP_Fav-192x192.png	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/uploads/2017/09/cropped-CAP_Fav-192x192.png	(from https://txcap.org/)
13:42:21	4127/4127	---M--	200	added ('OK')	image/png	etag:%2260afbf8e-101f%22	https://txcap.org/wp-content/uploads/2017/09/cropped-CAP_Fav-180x180.png	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/uploads/2017/09/cropped-CAP_Fav-180x180.png	(from https://txcap.org/)
13:42:22	1017/1017	---MC-	200	added ('OK')	text/javascript	date:Thu,%2023%20Oct%202025%2018:42:23%20GMT	https://www.google.com/recaptcha/api.js	C:/My%20Web%20Sites/TxCAP/www.google.com/recaptcha/api.js	(from https://txcap.org/)
13:42:24	47850/47850	---M-Z	200	added ('OK')	application/javascript	etag:W/%22baea-yxmwnzSwS8No2sT6mPFlHpW2jPE%22	https://cdn.jsdelivr.net/npm/@afca/analytics@latest/dist/analytics.js	C:/My%20Web%20Sites/TxCAP/cdn.jsdelivr.net/npm/@afca/analytics@latest/dist/analytics.js	(from https://txcap.org/)
13:42:25	3314/3314	---M--	200	added ('OK')	image/png	etag:%2260afbf8f-e1e2%22	https://txcap.org/wp-content/themes/ffer/img/logo.png	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/themes/ffer/img/logo.png	(from https://txcap.org/)
13:42:25	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Oct%202025%2018:42:26%20GMT	https://txcap.org/category/en-post	C:/My%20Web%20Sites/TxCAP/txcap.org/category/en-post	(from https://txcap.org/)
13:42:25	52978/52978	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Oct%202025%2018:42:26%20GMT	https://txcap.org/about/	C:/My%20Web%20Sites/TxCAP/txcap.org/about/index.html	(from https://txcap.org/)
13:42:25	159993/159993	---M--	200	added ('OK')	image/png	etag:%2260afbf8e-29398%22	https://txcap.org/wp-content/uploads/2017/12/slider_pic_1.png	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/uploads/2017/12/slider_pic_1.png	(from https://txcap.org/)
13:42:25	65627/65627	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Oct%202025%2018:42:26%20GMT	https://txcap.org/category/en-post/	C:/My%20Web%20Sites/TxCAP/txcap.org/category/en-post/index.html	(from https://txcap.org/)
13:42:25	53/53	---M--	200	added ('OK')	image/gif	etag:%2260afbf8f-3b%22	https://txcap.org/wp-content/themes/ffer/img/arrow_sm_black_down.gif	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/themes/ffer/img/arrow_sm_black_down.gif	(from https://txcap.org/)
13:42:26	22034/22034	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260afbf8f-5612%22	https://txcap.org/wp-content/themes/ffer/js/lib/flexslider.min.js?ver=6.8.3	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/themes/ffer/js/lib/flexslider.min32d4.js	(from https://txcap.org/)
13:42:27	12909/12909	---MCZ	200	added ('OK')	application/javascript	etag:W/%22645c476a-326d%22	https://txcap.org/wp-content/plugins/gtranslate/js/dropdown.js?ver=6.8.3	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/plugins/gtranslate/js/dropdown32d4.js	(from https://txcap.org/)
13:42:27	65144/65144	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Oct%202025%2018:42:27%20GMT	https://txcap.org/faq/	C:/My%20Web%20Sites/TxCAP/txcap.org/faq/index.html	(from https://txcap.org/)
13:42:28	51724/51724	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Oct%202025%2018:42:27%20GMT	https://txcap.org/topics/	C:/My%20Web%20Sites/TxCAP/txcap.org/topics/index.html	(from https://txcap.org/)
13:42:29	54267/54267	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Oct%202025%2018:42:28%20GMT	https://txcap.org/district-clerk-offices-near-houston-texas/	C:/My%20Web%20Sites/TxCAP/txcap.org/district-clerk-offices-near-houston-texas/index.html	(from https://txcap.org/)
13:42:29	56179/56179	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Oct%202025%2018:42:28%20GMT	https://txcap.org/valid-reasons-deny-visitation/	C:/My%20Web%20Sites/TxCAP/txcap.org/valid-reasons-deny-visitation/index.html	(from https://txcap.org/)
13:42:30	54153/54153	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Oct%202025%2018:42:28%20GMT	https://txcap.org/custodia-de-los-hijos-y-tipos-de-tutela-en-texas/	C:/My%20Web%20Sites/TxCAP/txcap.org/custodia-de-los-hijos-y-tipos-de-tutela-en-texas/index.html	(from https://txcap.org/)
13:42:30	55846/55846	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Oct%202025%2018:42:29%20GMT	https://txcap.org/determining-child-custody-texas/	C:/My%20Web%20Sites/TxCAP/txcap.org/determining-child-custody-texas/index.html	(from https://txcap.org/)
13:42:31	53304/53304	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Oct%202025%2018:42:30%20GMT	https://txcap.org/abbott-signs-sweeping-child-welfare-overhaul-law/	C:/My%20Web%20Sites/TxCAP/txcap.org/abbott-signs-sweeping-child-welfare-overhaul-law/index.html	(from https://txcap.org/)
13:42:31	55642/55642	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Oct%202025%2018:42:31%20GMT	https://txcap.org/understanding-fathers-rights-texas/	C:/My%20Web%20Sites/TxCAP/txcap.org/understanding-fathers-rights-texas/index.html	(from https://txcap.org/)
13:42:31	54296/54296	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Oct%202025%2018:42:30%20GMT	https://txcap.org/establish-visitation-texas-children/	C:/My%20Web%20Sites/TxCAP/txcap.org/establish-visitation-texas-children/index.html	(from https://txcap.org/)
13:42:31	55370/55370	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Oct%202025%2018:42:31%20GMT	https://txcap.org/get-custody-children-texas/	C:/My%20Web%20Sites/TxCAP/txcap.org/get-custody-children-texas/index.html	(from https://txcap.org/)
13:42:31	54290/54290	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Oct%202025%2018:42:32%20GMT	https://txcap.org/child-custody-texas-parent-wants-move-child-state/	C:/My%20Web%20Sites/TxCAP/txcap.org/child-custody-texas-parent-wants-move-child-state/index.html	(from https://txcap.org/)
13:42:31	60767/60767	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2260afbf8f-ed5f%22	https://txcap.org/wp-content/themes/ffer/fonts/fontawesome-webfont.eot?v=4.3.0	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/themes/ffer/fonts/fontawesome-webfonte0a5.eot	(from https://txcap.org/wp-content/themes/ffer/css/font-awesome.css?ver=4.3.0)
13:42:32	53961/53961	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Oct%202025%2018:42:32%20GMT	https://txcap.org/child-custody-types-conservatorship-texas/	C:/My%20Web%20Sites/TxCAP/txcap.org/child-custody-types-conservatorship-texas/index.html	(from https://txcap.org/)
13:42:32	52001/52001	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Oct%202025%2018:42:33%20GMT	https://txcap.org/inicio/	C:/My%20Web%20Sites/TxCAP/txcap.org/inicio/index.html	(from https://txcap.org/)
13:42:32	60767/60767	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2260afbf8f-ed5f%22	https://txcap.org/wp-content/themes/ffer/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/themes/ffer/fonts/fontawesome-webfontd41d.eot	(from https://txcap.org/wp-content/themes/ffer/css/font-awesome.css?ver=4.3.0)
13:42:32	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Oct%202025%2018:42:33%20GMT	https://txcap.org/acerca-de/	C:/My%20Web%20Sites/TxCAP/txcap.org/acerca-de/index.html	(from https://txcap.org/)
13:42:32	62042/62042	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Oct%202025%2018:42:33%20GMT	https://txcap.org/category/es-post/	C:/My%20Web%20Sites/TxCAP/txcap.org/category/es-post/index.html	(from https://txcap.org/)
13:42:32	56780/56780	---M--	200	added ('OK')	font/woff2	etag:%2260afbf8f-ddcc%22	https://txcap.org/wp-content/themes/ffer/fonts/fontawesome-webfont.woff2?v=4.3.0	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/themes/ffer/fonts/fontawesome-webfonte0a5.woff2	(from https://txcap.org/wp-content/themes/ffer/css/font-awesome.css?ver=4.3.0)
13:42:32	65306/65306	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Oct%202025%2018:42:33%20GMT	https://txcap.org/preguntas-frecuentes/	C:/My%20Web%20Sites/TxCAP/txcap.org/preguntas-frecuentes/index.html	(from https://txcap.org/)
13:42:32	71508/71508	---M--	200	added ('OK')	font/woff	etag:%2260afbf8f-11754%22	https://txcap.org/wp-content/themes/ffer/fonts/fontawesome-webfont.woff?v=4.3.0	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/themes/ffer/fonts/fontawesome-webfonte0a5.woff	(from https://txcap.org/wp-content/themes/ffer/css/font-awesome.css?ver=4.3.0)
13:42:33	122092/122092	---M--	200	added ('OK')	application/octet-stream	etag:%2260afbf8f-1dcec%22	https://txcap.org/wp-content/themes/ffer/fonts/fontawesome-webfont.ttf?v=4.3.0	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/themes/ffer/fonts/fontawesome-webfonte0a5.ttf	(from https://txcap.org/wp-content/themes/ffer/css/font-awesome.css?ver=4.3.0)
13:42:33	51295/51295	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Oct%202025%2018:42:34%20GMT	https://txcap.org/temas/	C:/My%20Web%20Sites/TxCAP/txcap.org/temas/index.html	(from https://txcap.org/)
13:42:33	313398/313398	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260afbf8f-4c836%22	https://txcap.org/wp-content/themes/ffer/fonts/fontawesome-webfont.svg?v=4.3.0	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/themes/ffer/fonts/fontawesome-webfonte0a5.svg	(from https://txcap.org/wp-content/themes/ffer/css/font-awesome.css?ver=4.3.0)
13:42:33	81/81	---M--	200	added ('OK')	image/png	etag:%2260afbf8f-74%22	https://txcap.org/wp-content/themes/ffer/img/separator.png	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/themes/ffer/img/separator.png	(from https://txcap.org/wp-content/themes/ffer/style.css?ver=3.28)
13:42:34	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2023%20Oct%202025%2018:42:35%20GMT	https://txcap.org/wp-content/themes/ffer/fonts/font-name.eot	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/themes/ffer/fonts/font-name.eot	(from https://txcap.org/wp-content/themes/ffer/style.css?ver=3.28)
13:42:34	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2023%20Oct%202025%2018:42:35%20GMT	https://txcap.org/wp-content/themes/ffer/fonts/font-name.eot?	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/themes/ffer/fonts/font-named41d.eot	(from https://txcap.org/wp-content/themes/ffer/style.css?ver=3.28)
13:42:34	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2023%20Oct%202025%2018:42:35%20GMT	https://txcap.org/wp-content/themes/ffer/fonts/font-name.woff	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/themes/ffer/fonts/font-name.woff	(from https://txcap.org/wp-content/themes/ffer/style.css?ver=3.28)
13:42:34	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2023%20Oct%202025%2018:42:35%20GMT	https://txcap.org/wp-content/themes/ffer/fonts/font-name.ttf	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/themes/ffer/fonts/font-name.ttf	(from https://txcap.org/wp-content/themes/ffer/style.css?ver=3.28)
13:42:35	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2023%20Oct%202025%2018:42:36%20GMT	https://txcap.org/wp-content/themes/ffer/fonts/font-name.svg	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/themes/ffer/fonts/font-name.svg	(from https://txcap.org/wp-content/themes/ffer/style.css?ver=3.28)
13:42:35	107/107	---M--	200	added ('OK')	image/png	etag:%2260afbf8f-6b%22	https://txcap.org/wp-content/themes/ffer/img/nav_icon.png	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/themes/ffer/img/nav_icon.png	(from https://txcap.org/wp-content/themes/ffer/style.css?ver=3.28)
13:42:35	737/737	---M--	200	added ('OK')	image/png	etag:%2260afbf8f-2e1%22	https://txcap.org/wp-content/themes/ffer/img/close_nav_icon.png	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/themes/ffer/img/close_nav_icon.png	(from https://txcap.org/wp-content/themes/ffer/style.css?ver=3.28)
13:42:35	2082/2082	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2260afbf8f-822%22	https://txcap.org/wp-content/themes/ffer/fonts/flexslider-icon.eot	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/themes/ffer/fonts/flexslider-icon.eot	(from https://txcap.org/wp-content/themes/ffer/css/flexslider.css?ver=6.8.3)
13:42:36	2082/2082	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2260afbf8f-822%22	https://txcap.org/wp-content/themes/ffer/fonts/flexslider-icon.eot?	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/themes/ffer/fonts/flexslider-icond41d.eot	(from https://txcap.org/wp-content/themes/ffer/css/flexslider.css?ver=6.8.3)
13:42:36	1268/1268	---M--	200	added ('OK')	font/woff	etag:%2260afbf8f-4f4%22	https://txcap.org/wp-content/themes/ffer/fonts/flexslider-icon.woff	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/themes/ffer/fonts/flexslider-icon.woff	(from https://txcap.org/wp-content/themes/ffer/css/flexslider.css?ver=6.8.3)
13:42:36	1892/1892	---M--	200	added ('OK')	application/octet-stream	etag:%2260afbf8f-764%22	https://txcap.org/wp-content/themes/ffer/fonts/flexslider-icon.ttf	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/themes/ffer/fonts/flexslider-icon.ttf	(from https://txcap.org/wp-content/themes/ffer/css/flexslider.css?ver=6.8.3)
13:42:36	2334/2334	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260afbf8f-91e%22	https://txcap.org/wp-content/themes/ffer/fonts/flexslider-icon.svg	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/themes/ffer/fonts/flexslider-icon.svg	(from https://txcap.org/wp-content/themes/ffer/css/flexslider.css?ver=6.8.3)
13:42:37	1496/1496	---M--	200	added ('OK')	font/woff	etag:%22645c4776-5d8%22	https://txcap.org/wp-content/plugins/tablepress/css/build/tablepress.woff	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/plugins/tablepress/css/build/tablepress.woff	(from https://txcap.org/wp-content/plugins/tablepress/css/build/default.css?ver=2.1.2)
13:42:37	3790/3790	---M--	200	added ('OK')	image/png	etag:%2260afbf91-ece%22	https://txcap.org/wp-content/plugins/count-per-day/img/cpd_sprites.png	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/plugins/count-per-day/img/cpd_sprites.png	(from https://txcap.org/wp-content/plugins/count-per-day/counter.css)
13:42:37	3607/3607	---M--	200	added ('OK')	image/png	etag:%2260afbf91-e17%22	https://txcap.org/wp-content/plugins/count-per-day/img/cpd_clients.png	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/plugins/count-per-day/img/cpd_clients.png	(from https://txcap.org/wp-content/plugins/count-per-day/counter.css)
13:42:37	18298/18298	---M--	200	added ('OK')	image/png	etag:%2260afbf91-477a%22	https://txcap.org/wp-content/plugins/count-per-day/img/cpd_flags.png	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/plugins/count-per-day/img/cpd_flags.png	(from https://txcap.org/wp-content/plugins/count-per-day/counter.css)
13:42:38	2108/2108	---MCZ	403	error ('Access%20Forbidden')	text/html	date:Thu,%2023%20Oct%202025%2018:42:39%20GMT	https://txcap.org/wp-json/wp/v2/pages/80	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-json/wp/v2/pages/80	(from https://txcap.org/about/)
13:42:38	2108/2108	---MCZ	403	error ('Access%20Forbidden')	text/html	date:Thu,%2023%20Oct%202025%2018:42:39%20GMT	https://txcap.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftxcap.org%2Fabout%2F	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-json/oembed/1.0/embed0abb	(from https://txcap.org/about/)
13:42:38	2108/2108	---MCZ	403	error ('Access%20Forbidden')	text/html	date:Thu,%2023%20Oct%202025%2018:42:39%20GMT	https://txcap.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftxcap.org%2Fabout%2F&format=xml	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-json/oembed/1.0/embed9124	(from https://txcap.org/about/)
13:42:38	4846/4846	---M--	200	added ('OK')	image/png	etag:%2260afbf8e-1be7%22	https://txcap.org/wp-content/uploads/2017/03/CAP_Logo-300x44.png	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/uploads/2017/03/CAP_Logo-300x44.png	(from https://txcap.org/about/)
13:42:39	2108/2108	---MCZ	403	error ('Access%20Forbidden')	text/html	date:Thu,%2023%20Oct%202025%2018:42:40%20GMT	https://txcap.org/wp-json/wp/v2/categories/50	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-json/wp/v2/categories/50	(from https://txcap.org/category/en-post/)
13:42:39	5462/5462	---M--	200	added ('OK')	image/jpeg	etag:%2260afbf8e-1584%22	https://txcap.org/wp-content/uploads/2017/02/bkjkgjkhjgkhjkg-150x150.jpg	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/uploads/2017/02/bkjkgjkhjgkhjkg-150x150.jpg	(from https://txcap.org/category/en-post/)
13:42:39	32263/32263	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2023%20Oct%202025%2018:42:40%20GMT	https://txcap.org/sobre-nosotros/	C:/My%20Web%20Sites/TxCAP/txcap.org/sobre-nosotros/index.html	(from https://txcap.org/about/)
13:42:39	4467/4467	---M--	200	added ('OK')	image/jpeg	etag:%2260afbf8e-11aa%22	https://txcap.org/wp-content/uploads/2017/09/nbmvnbvm-150x150.jpg	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/uploads/2017/09/nbmvnbvm-150x150.jpg	(from https://txcap.org/category/en-post/)
13:42:39	4880/4880	---M--	200	added ('OK')	image/jpeg	etag:%2260afbf8e-1342%22	https://txcap.org/wp-content/uploads/2017/10/deteming-child-custody2-150x150.jpg	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/uploads/2017/10/deteming-child-custody2-150x150.jpg	(from https://txcap.org/category/en-post/)
13:42:39	6727/6727	---M--	200	added ('OK')	image/jpeg	etag:%2260afbf8e-1ade%22	https://txcap.org/wp-content/uploads/2017/06/hghjghjgjh-150x150.jpg	C:/My%20Web%20Sites/TxCAP/txcap.org/wp-content/uploads/2017/06/hghjghjgjh-150x150.jpg	(from https://txcap.org/category/en-post/)
